MEASUREMENT,CELL_LINE,CONDITION,DILUTION,STIM_DAY,STIM_TIME,STIM_CONCENTRATION,Plate,Date,Concentration,Is_Dose_Response,CL_NUMBER,CL_NAME_ON_PLOT,PURPOSE,INFO,PLOTTING_COLOR,ORDER_NO,baseline_control_value,Concentration_REDUCED,control_mean_MEASUREMENT,Concentration_NORMALIZED,triplicate_mean_per_day
0.013,EDLD_1,STIM,2,1,24,5,2,2024-02-08,27.9970860955633,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,27.9970860955633,-3.5527136788005e-15,5815.49729385022,0,0
0.023,EDLD_3,STIM,2,1,24,5,2,2024-02-08,49.5333061690736,FALSE,cl377,CHARMS-EDLD_3,SAMPLE,,#A6529A,48,27.9970860955633,21.5362200735103,5815.49729385022,0.0037032465127762,0.00419701271447969
0.023,cl069,UNSTIM,10,1,24,5,2,2024-02-08,247.666530845368,FALSE,cl069,cl069,CONTROL,,salmon,2,27.9970860955633,219.669444749805,5815.49729385022,0.0377731144303172,0.0371559066781879
0.013,cl204,UNSTIM,2,1,24,5,2,2024-02-08,27.9970860955633,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,27.9970860955633,-3.5527136788005e-15,5815.49729385022,0,0.000123441550425873
0.012,EDLD_1,UNSTIM,2,1,24,5,2,2024-02-08,25.8434640882123,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,27.9970860955633,-2.15362200735103,5815.49729385022,0,0.00271571410936921
0.015,EDLD_3,UNSTIM,2,1,24,5,2,2024-02-08,32.3043301102654,FALSE,cl377,CHARMS-EDLD_3,SAMPLE,,#A6529A,48,27.9970860955633,4.30724401470205,5815.49729385022,0.000740649302555239,0.00691272682384891
0.02,cl069,UNSTIM,10,1,24,5,2,2024-02-08,215.362200735103,FALSE,cl069,cl069,CONTROL,,salmon,2,27.9970860955633,187.365114639539,5815.49729385022,0.0322182446611529,0.0371559066781879
0.012,cl204,UNSTIM,2,1,24,5,2,2024-02-08,25.8434640882123,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,27.9970860955633,-2.15362200735103,5815.49729385022,0,0.000123441550425873
0.024,EDLD_1,UNSTIM,2,1,24,5,2,2024-02-08,51.6869281764246,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,27.9970860955633,23.6898420808613,5815.49729385022,0.00407357116405382,0.00271571410936921
0.023,EDLD_3,UNSTIM,2,1,24,5,2,2024-02-08,49.5333061690736,FALSE,cl377,CHARMS-EDLD_3,SAMPLE,,#A6529A,48,27.9970860955633,21.5362200735103,5815.49729385022,0.0037032465127762,0.00691272682384891
0.025,cl069,UNSTIM,10,1,24,5,2,2024-02-08,269.202750918878,FALSE,cl069,cl069,CONTROL,,salmon,2,27.9970860955633,241.205664823315,5815.49729385022,0.0414763609430934,0.0371559066781879
0.014,cl204,UNSTIM,2,1,24,5,2,2024-02-08,30.1507081029144,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,27.9970860955633,2.15362200735103,5815.49729385022,0.00037032465127762,0.000123441550425873
0.024,EDLD_1,UNSTIM,2,1,24,5,2,2024-02-08,51.6869281764246,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,27.9970860955633,23.6898420808613,5815.49729385022,0.00407357116405382,0.00271571410936921
0.057,EDLD_3,UNSTIM,2,1,24,5,2,2024-02-08,122.756454419008,FALSE,cl377,CHARMS-EDLD_3,SAMPLE,,#A6529A,48,27.9970860955633,94.7593683234451,5815.49729385022,0.0162942846562153,0.00691272682384891
